CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
3872,38,M,5,High School,Married,$40K - $60K,Blue,48,1,1,4,7517.627876086991,363,29212.608296322982,1.8034589507150924,18451,50,3.37467665579261,0.36730458684330813,Existing Customer
3873,68,M,5,Graduate,Married,$80K - $120K,Blue,39,2,1,0,6458.959786183273,2942,3357.520443029589,2.6981638577752727,16310,116,3.6576680157753323,0.7583244848552178,Existing Customer
3874,55,M,4,High School,Single,Less than $40K,Blue,15,5,6,2,30963.619278105172,2492,27448.955074916736,0.2828106150608911,14201,97,1.242092355975882,0.9194660793499333,Attrited Customer
3875,37,F,1,Post-Graduate,Single,$40K - $60K,Silver,48,1,3,2,14395.405816040691,847,11387.023736759676,0.8131999309332154,9063,114,0.08744262645505385,0.5407734223933156,Attrited Customer
3876,46,M,5,Graduate,Single,$40K - $60K,Blue,18,2,6,2,26687.245416231763,2061,15222.052022101316,2.999503731234689,18394,58,2.9018302311836037,0.11438040083475298,Attrited Customer
3877,68,M,1,Graduate,Married,Less than $40K,Blue,39,2,4,2,26790.20338847397,2325,25596.18646032312,0.1526743460208957,12851,81,1.1944936796707135,0.43460931776840916,Attrited Customer
3878,21,M,1,Graduate,Married,$60K - $80K,Blue,34,4,2,3,20408.42151701678,2798,20544.886225815822,2.40746107127465,15110,93,0.09353004468122306,0.7081255526153721,Existing Customer
3879,72,F,4,College,Married,$60K - $80K,Blue,34,1,4,6,29080.615630028,1104,28384.981736411144,1.069071267132887,13360,80,1.6015395824204943,0.4515417135956984,Attrited Customer
3880,24,F,3,High School,Divorced,$80K - $120K,Blue,48,3,0,0,1029.2553040097148,1410,29539.970706570584,3.6099433261576674,11687,56,1.927864085640976,0.21596953047421852,Existing Customer
3881,45,F,3,Doctorate,Married,$60K - $80K,Blue,44,1,1,5,6499.276852786204,706,19246.292156321266,3.3324048695584487,9384,38,1.5767360549910503,0.7434078547014775,Existing Customer
3882,45,F,3,Graduate,Married,$40K - $60K,Blue,39,4,1,5,30036.288183857938,1445,16793.49036812916,3.6773411194488617,5269,97,1.1039583491951999,0.7973499207141228,Existing Customer
3883,21,F,2,Doctorate,Married,$40K - $60K,Blue,19,2,2,4,32851.14416991692,2444,7589.417586928969,0.3754572434711041,999,128,3.4311430294552303,0.7512910816823952,Attrited Customer
3884,39,M,4,Post-Graduate,Divorced,$60K - $80K,Blue,51,3,6,6,18373.556339865507,2399,8264.177807574626,3.9788687304930668,15115,25,2.035418068533812,0.5589435371425409,Existing Customer
3885,29,F,1,High School,Single,$40K - $60K,Blue,24,5,6,3,24571.273434532435,1462,7612.590097540279,0.5739888908493933,11896,135,3.160268075574806,0.6321678528673502,Attrited Customer
3886,62,F,5,Post-Graduate,Married,$120K +,Blue,28,6,4,2,6308.819047900854,2801,23543.883723384686,3.4805022015711335,3980,42,1.3484792718364518,0.669288162862575,Existing Customer
3887,20,M,2,Post-Graduate,Married,$120K +,Blue,50,3,0,5,23828.61626918964,1793,18464.07590818339,1.5038740227536813,16361,26,1.2136320332881176,0.921779482959322,Attrited Customer
3888,39,F,3,High School,Divorced,$80K - $120K,Blue,17,6,1,6,23078.062856872264,619,22072.84652387183,3.8204111054869694,6352,137,3.2039094442792813,0.15791238578979216,Existing Customer
3889,61,M,0,High School,Married,$40K - $60K,Blue,54,1,6,5,4727.004861547188,1700,24487.17899613843,0.004162833784310038,7379,132,3.633260432754434,0.5677635504848708,Attrited Customer
3890,19,F,2,Uneducated,Single,$40K - $60K,Gold,47,3,5,0,27624.86597416796,235,26800.621013270684,2.7566817647541355,2609,34,2.9140782755909065,0.4935048107274489,Attrited Customer
3891,41,M,2,Post-Graduate,Single,$80K - $120K,Blue,21,1,2,0,2141.7184983742463,2764,4408.577864266075,3.9826349294922982,6641,125,1.3558651347290525,0.22467933317385136,Existing Customer
3892,51,M,4,Post-Graduate,Married,$60K - $80K,Blue,41,3,2,1,34319.94153751566,348,26252.236243241954,2.7754684750750847,4530,36,3.759731143254959,0.9923660088354587,Existing Customer
3893,44,F,5,Post-Graduate,Married,$60K - $80K,Blue,39,1,5,3,33846.43515337849,716,19372.473992966603,2.8261737447223503,1927,72,2.9867164615315636,0.7933306696164564,Attrited Customer
3894,72,F,2,Post-Graduate,Married,$40K - $60K,Blue,44,6,0,6,27754.91116037465,945,27539.938976096702,2.6689953873314485,4349,69,2.4497783570684084,0.2806405360572415,Existing Customer
3895,58,M,5,Post-Graduate,Divorced,$80K - $120K,Blue,22,2,2,5,17556.377000506596,2195,27861.628083092168,3.9174906267266785,16220,127,2.0764973919158556,0.7948624009145726,Existing Customer
3896,18,M,4,Uneducated,Single,$60K - $80K,Blue,37,2,5,5,11135.38556776791,816,12799.125963924347,2.8704241665427728,18481,90,2.537385781052404,0.24800065760058443,Attrited Customer
3897,25,M,0,Graduate,Single,$40K - $60K,Blue,54,1,2,0,12528.002818718787,906,21425.50693510972,1.987741779449594,14095,65,0.16897167249834055,0.28030049676342605,Existing Customer
3898,40,M,1,College,Single,$80K - $120K,Blue,50,1,4,5,4506.485055676123,2353,24778.06712132678,0.9910581637862079,6599,132,2.605541391063235,0.8894829373517867,Attrited Customer
3899,55,M,1,High School,Divorced,$40K - $60K,Blue,37,5,1,3,25656.72925495345,552,7724.671107047003,3.1079859457437093,8976,117,1.1511489325672275,0.9026294446511701,Existing Customer
3900,23,M,3,Graduate,Divorced,$60K - $80K,Blue,16,1,4,0,33668.86949971279,118,14580.90566465577,0.6440936198599787,10216,106,1.6274998945338943,0.8144764819610555,Existing Customer
3901,39,M,3,Post-Graduate,Married,$40K - $60K,Blue,55,4,2,0,9120.67435221269,584,7777.915408007962,0.24853770571540235,3053,67,2.3175498937373136,0.9949301691202563,Existing Customer
3902,42,F,0,Graduate,Married,$60K - $80K,Blue,53,6,3,4,34244.319098998036,1027,2654.4818156604165,3.0524733921206577,3873,102,1.2019004949371874,0.11029770523617743,Existing Customer
3903,35,M,1,High School,Single,Less than $40K,Blue,56,1,0,1,16401.720556079075,554,20938.952679689515,1.475336859171315,8353,77,0.7927237552205089,0.5374583408159863,Existing Customer
3904,34,F,3,High School,Single,$40K - $60K,Gold,35,2,6,5,5765.858739264555,1742,17168.15382056448,0.848662743094228,1875,107,0.8430016177010349,0.46418069142574647,Attrited Customer
3905,29,F,5,Uneducated,Married,$60K - $80K,Blue,22,3,2,3,27251.84212598755,2787,11999.006019716713,3.0677908985055837,13316,55,3.8833091511200584,0.6020701944602923,Existing Customer
3906,23,M,2,College,Single,$40K - $60K,Blue,18,2,2,2,29222.48914442302,30,6376.8169041445435,3.470531748034224,6072,127,0.6118683073442037,0.6103144929309139,Existing Customer
3907,43,M,4,Uneducated,Married,$80K - $120K,Blue,25,4,5,6,12484.353236101953,523,5684.217914458868,0.42196717929897565,14295,98,2.986649852037555,0.6296985096382387,Existing Customer
3908,44,F,3,Graduate,Married,$40K - $60K,Blue,43,3,4,4,33876.33637610676,1391,8384.08761289282,1.659794924768652,665,116,3.7414290576683644,0.3100159153180937,Existing Customer
3909,25,M,0,Graduate,Single,$80K - $120K,Blue,17,2,0,2,19236.138599797243,2461,29464.452261770475,0.09501395335753227,4473,112,3.576935092225153,0.0506679987192552,Existing Customer
3910,36,M,1,Graduate,Married,$40K - $60K,Blue,16,1,5,6,2092.40331676794,2731,28877.20671358966,3.310616864105086,18907,109,2.1555870042600493,0.34276211367810017,Attrited Customer
3911,59,F,0,High School,Married,$60K - $80K,Blue,15,6,1,4,12718.966336303174,982,25343.802960271343,0.03285709484995891,7798,59,1.4833339599532631,0.7159711230703297,Existing Customer
3912,18,F,4,Graduate,Divorced,Less than $40K,Blue,42,1,0,0,27041.74891499342,842,2051.6899340260775,1.562047610758455,18901,91,1.9062388519931264,0.37738128294271833,Existing Customer
3913,46,F,4,Graduate,Single,Less than $40K,Blue,35,3,2,1,7758.78616620336,2584,24955.735325107118,3.610972729703059,2129,82,0.08605797148629346,0.5262150834357562,Existing Customer
3914,62,M,0,High School,Divorced,$60K - $80K,Blue,49,6,4,3,5476.633795918977,2886,22669.093275064744,2.333470254541104,10765,81,2.6858914704141403,0.9864246139154439,Attrited Customer
3915,66,M,3,High School,Single,Less than $40K,Blue,30,5,6,0,21870.51767107262,1841,28158.333135527515,3.211348035486022,11990,58,2.4310478460790317,0.7259799998045877,Attrited Customer
3916,52,F,3,Post-Graduate,Single,$120K +,Blue,47,4,3,2,11163.422449922178,839,14005.753307688508,0.5398538952128837,9204,15,1.7140479386456566,0.921707696359202,Existing Customer
3917,57,M,1,Doctorate,Single,Less than $40K,Silver,17,2,2,6,21862.31782095445,376,15447.173597596639,0.458753352232697,16785,30,3.9007210050851184,0.38151112328895154,Attrited Customer
3918,31,F,5,College,Married,$80K - $120K,Blue,53,2,0,6,11724.802863173198,405,17031.239669806982,1.4175705950763797,13422,16,0.6929683271261795,0.5573278189483921,Existing Customer
3919,52,M,1,Uneducated,Single,$40K - $60K,Blue,40,4,5,1,27222.961310518018,547,16378.914064031609,2.6924575310100294,18384,35,2.32734287935395,0.21594953094255775,Attrited Customer
3920,65,F,2,High School,Married,$60K - $80K,Silver,50,2,5,2,15334.421066549796,1637,9412.272921278323,0.6532944721712388,9005,133,2.234478052086449,0.41774025665161074,Existing Customer
3921,62,M,5,Post-Graduate,Divorced,Less than $40K,Blue,30,3,6,5,34530.40714127512,1154,4842.3376982547925,0.2621887236857403,3247,116,0.43090019191705586,0.23726292227575674,Attrited Customer
3922,37,F,2,High School,Married,$40K - $60K,Platinum,20,5,0,3,13741.455969932696,77,21353.207633311977,3.903319972116432,3405,69,1.895993227724575,0.5415118493132379,Attrited Customer
3923,66,M,1,Post-Graduate,Married,Less than $40K,Blue,24,3,3,6,5982.122996541804,483,27376.71105347998,1.1631246265795565,6554,91,0.19244620191369055,0.5835679138813062,Existing Customer
3924,30,M,5,Post-Graduate,Single,$40K - $60K,Blue,42,5,0,5,22594.24008657549,857,19991.533807809767,2.4976126709544895,10195,106,1.6993940903474765,0.17689199594442617,Existing Customer
3925,55,F,5,Post-Graduate,Single,$60K - $80K,Blue,34,6,5,2,25773.70622780441,518,24873.816964410264,2.6381885705622077,9103,124,0.07210565961258597,0.8657703370028498,Existing Customer
3926,66,M,2,College,Married,$60K - $80K,Blue,18,1,0,1,12714.331153307945,420,15638.352276325257,0.1545743294311155,886,32,0.5985884019146188,0.19840813149103664,Existing Customer
3927,63,M,0,Post-Graduate,Married,$80K - $120K,Blue,42,5,5,6,26360.137259568957,1067,15154.154919103938,2.26360726316665,14086,15,1.843558656014869,0.4329678676418174,Attrited Customer
3928,66,F,3,Post-Graduate,Single,$40K - $60K,Blue,20,5,6,3,12610.392383408107,955,29564.180331725405,0.8012148741529601,10507,77,2.9860917744911486,0.1630531187783968,Attrited Customer
3929,25,M,5,Graduate,Married,Less than $40K,Blue,41,5,4,0,4303.23119261922,691,29836.352240693224,0.3595121966544954,9038,122,2.0248999122776365,0.1874542219534241,Attrited Customer
3930,60,M,5,College,Married,$40K - $60K,Blue,43,2,0,0,3828.7637848225295,2179,18261.911614440185,1.5876377013734757,15689,63,2.123218032386318,0.4883758947149749,Existing Customer
3931,37,M,2,High School,Married,$80K - $120K,Silver,17,5,1,1,17203.251702689573,2538,11126.34833916798,3.1713521579293613,9156,129,1.5194854293202464,0.6075534168349499,Existing Customer
3932,50,F,5,College,Married,Less than $40K,Blue,23,4,3,1,34442.785929797275,2803,11173.005703818926,3.8762211220558327,15041,63,2.417378342175401,0.07407312032858704,Existing Customer
3933,43,F,2,Graduate,Married,$60K - $80K,Blue,29,1,2,6,19084.9715112537,1748,20156.009191548877,1.9802097282737101,12710,102,3.2819711774632103,0.12934638614484506,Existing Customer
3934,56,F,0,High School,Divorced,Less than $40K,Blue,25,1,6,5,19094.050568962677,2275,6731.135542591935,3.5499382869586857,12591,20,3.6312139270846937,0.3393627654169774,Attrited Customer
3935,38,F,5,Post-Graduate,Married,Less than $40K,Blue,32,2,3,1,30336.93258552869,2259,29406.81994376979,3.7807466460749275,9925,99,3.975151165463919,0.0794701183400136,Existing Customer
3936,70,F,4,High School,Married,$60K - $80K,Blue,43,3,5,5,33209.13470297669,669,21389.758082536217,1.7717518664200473,3258,22,3.008299807559289,0.6927568299033435,Attrited Customer
3937,66,M,1,Post-Graduate,Divorced,$40K - $60K,Blue,38,4,2,2,6981.607998853768,2991,4833.85753524558,0.5814526096617754,4238,38,0.456550169108497,0.9028880884564247,Existing Customer
3938,59,M,0,Graduate,Single,$40K - $60K,Blue,40,3,4,6,5488.458733412774,362,10924.955292203334,1.2404194557849624,17432,24,0.585861593743513,0.7095957009157123,Attrited Customer
3939,60,F,4,Doctorate,Married,$60K - $80K,Blue,37,5,0,0,24204.445334359425,641,6710.827810441013,1.5501657194617087,4068,135,1.9928931169893445,0.5935092303782016,Existing Customer
3940,71,M,0,Post-Graduate,Married,Less than $40K,Blue,30,3,5,0,21799.599766010084,1870,2582.122182091666,1.8181152634543358,10016,81,2.701349487488026,0.9455156433758064,Existing Customer
3941,58,M,3,Post-Graduate,Divorced,$40K - $60K,Blue,44,4,2,6,12754.567307610667,1857,19345.045096803435,2.5786696225647843,3574,123,0.5127739679862748,0.3875191883178374,Existing Customer
3942,26,M,0,Graduate,Married,$60K - $80K,Blue,41,2,2,0,31448.058449361968,410,3132.247107407364,2.5808179741026853,1048,36,1.5925447280391896,0.017313018302323346,Existing Customer
3943,41,M,0,High School,Single,$40K - $60K,Blue,15,2,4,3,19449.61408102962,916,11885.00417958335,2.173019681342024,766,137,2.33150948990078,0.0835117068147273,Attrited Customer
3944,54,F,3,Post-Graduate,Single,Less than $40K,Blue,47,5,5,4,6888.292993578419,728,20085.453519492854,0.9132298164419139,10356,14,0.8012111025739048,0.9112938398767537,Attrited Customer
3945,66,F,5,High School,Married,$60K - $80K,Blue,50,4,3,1,14241.714113394215,388,4837.161638208555,1.4538659764905937,5766,47,2.796342880462888,0.9715076179657137,Existing Customer
3946,58,M,1,Graduate,Single,$60K - $80K,Blue,27,2,5,3,30846.759834887012,2840,26524.432591182725,1.6537578146901026,5671,100,1.354669810185995,0.05956545928257162,Attrited Customer
3947,34,M,4,Uneducated,Married,Less than $40K,Blue,15,5,3,4,1633.2937029789919,745,5547.963208136799,2.654920221901239,8975,35,1.085463108842677,0.9187915464485661,Existing Customer
3948,41,F,2,Graduate,Married,$60K - $80K,Blue,33,3,3,6,29489.843922060652,1816,18318.829428329584,0.5658636798515606,1093,94,0.292036789561402,0.16359727941081426,Existing Customer
3949,38,M,1,High School,Single,$40K - $60K,Blue,15,4,0,6,33355.931101121634,1034,27713.68601356171,0.9665528519029198,8637,17,2.730088907996869,0.36633893543534823,Existing Customer
3950,68,M,0,High School,Married,Less than $40K,Blue,47,2,4,1,13456.225845257914,2796,2861.0700199879193,1.135460204940184,16616,49,0.8677442558967692,0.7535137850986389,Attrited Customer
3951,56,M,2,High School,Married,$60K - $80K,Blue,20,4,2,4,10682.770874373702,2066,3148.6929352583825,2.0734774582092284,18223,34,0.47516691766188535,0.39745507853489936,Existing Customer
3952,72,F,3,Doctorate,Single,$60K - $80K,Blue,15,2,3,0,6636.134626379567,232,3770.8588077713257,3.029994599043162,2431,71,1.2138259007548324,0.7763222778822889,Existing Customer
3953,58,F,1,High School,Single,$80K - $120K,Blue,23,6,3,6,2360.2353429883024,753,10725.865972853157,3.3773787380419122,18718,18,2.918156873573584,0.6781989399304811,Existing Customer
3954,56,M,5,College,Married,$60K - $80K,Blue,14,2,3,4,24001.315021855527,854,20147.700989122557,2.9693848576128543,9176,83,1.1315835298971497,0.9320212653765346,Existing Customer
3955,30,M,4,High School,Single,$40K - $60K,Blue,45,4,1,1,6812.505883730385,3,16158.8773258141,2.9926741536537547,15902,50,0.12048708880725645,0.44003842954566896,Existing Customer
3956,28,M,1,High School,Married,Less than $40K,Blue,20,2,0,3,31424.596277221943,2196,8945.577708020506,0.9634027467466049,10700,126,2.4338177450016936,0.5144971540094073,Existing Customer
3957,63,M,1,Uneducated,Single,$80K - $120K,Blue,24,3,3,1,16495.62434722703,1151,18541.873206198765,3.539227501878734,3811,49,2.321654136578417,0.7704688267840779,Existing Customer
3958,36,M,5,High School,Single,$80K - $120K,Blue,31,5,5,4,34079.0415673515,40,13394.890415464384,0.2102574538521016,847,71,3.473888527385029,0.9717051000810389,Existing Customer
3959,28,M,2,Uneducated,Divorced,Less than $40K,Blue,30,6,1,5,34314.285156566744,2636,10579.345005912983,2.1609639645073146,1019,23,0.6616995803620829,0.36129790872277634,Existing Customer
3960,30,F,3,Doctorate,Single,Less than $40K,Blue,33,1,6,4,28218.245321620398,2437,11473.475077582905,0.35371951429289794,13002,139,3.793979161153246,0.9368680685805553,Attrited Customer
3961,63,F,5,High School,Married,$60K - $80K,Blue,34,4,4,1,15951.621757499071,1484,10780.427645321106,2.403504070914241,14079,73,0.20042505010928835,0.6865020489391149,Existing Customer
3962,62,M,3,Post-Graduate,Married,$60K - $80K,Blue,55,4,2,0,16720.47474935148,958,15352.565071357812,0.18916054897069134,12211,84,2.2727850978368918,0.902301583517561,Existing Customer
3963,18,F,5,Graduate,Married,Less than $40K,Blue,42,5,3,6,33319.571679363726,1169,11407.31279703496,2.5636049862989974,3660,67,3.122659875542042,0.26929417914001086,Existing Customer
3964,57,M,1,High School,Single,$60K - $80K,Gold,30,3,0,1,25741.447429181524,2842,9585.148348338307,0.13473031875372588,13628,28,3.0528658570762097,0.7169940062464943,Existing Customer
3965,61,M,3,High School,Married,$40K - $60K,Blue,18,1,3,5,14622.435247538864,1494,9630.723468151966,0.6604601993532504,11745,57,2.6295696857351625,0.42473442035894404,Existing Customer
3966,36,F,2,College,Divorced,$40K - $60K,Blue,13,3,0,1,30325.177833090678,2733,6569.840398322515,3.013523034760515,7315,70,3.8510974916080154,0.4152602234349254,Existing Customer
3967,29,F,2,High School,Divorced,$40K - $60K,Blue,21,4,1,4,10241.837235015506,1401,6294.009238315859,1.2110326321031275,6745,87,1.7155524035298564,0.1618906309677649,Existing Customer
3968,25,M,4,Doctorate,Married,$40K - $60K,Silver,28,1,0,2,32852.11288112604,813,8581.912876116932,3.5364963831902076,16667,46,2.6319703704098942,0.2893543980157176,Existing Customer
3969,25,M,3,Graduate,Single,$80K - $120K,Blue,41,2,5,4,9244.57761004113,596,29167.706302214643,0.39251543553777557,9631,33,0.487776841354882,0.7965445385095918,Attrited Customer
3970,70,F,4,High School,Single,$40K - $60K,Blue,41,6,4,4,25922.774769185165,1066,6125.20541274786,2.1222014086665233,12697,73,1.4221783938124597,0.6237193931087379,Existing Customer
3971,62,F,5,Graduate,Married,$40K - $60K,Blue,17,4,0,4,23008.799845130445,719,13337.510364240363,3.703181322003164,11595,82,0.4705200476402642,0.24444754585277972,Existing Customer
3972,29,M,0,Post-Graduate,Single,$80K - $120K,Blue,31,3,5,5,20932.936176119594,1073,27256.05878442081,1.6525773153011025,2340,114,2.2719697880758734,0.8097961232917447,Attrited Customer
3973,65,M,2,Post-Graduate,Married,Less than $40K,Blue,34,5,2,4,16916.07363166214,2278,345.094400014051,1.3111265476241107,9690,29,3.533052695290286,0.950568879353248,Existing Customer
